variant,trace_id,metric_name,n,mean,median,std,min,max,iqr
B,160662849f9d906b74376b4e3370a1aa,contextual_relevancy_deepeval,5,0.42022132796780687,0.4166666666666667,0.005314722168494822,0.4166666666666667,0.4285714285714285,0.005868544600938941
B,160662849f9d906b74376b4e3370a1aa,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,160662849f9d906b74376b4e3370a1aa,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,160662849f9d906b74376b4e3370a1aa,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,160662849f9d906b74376b4e3370a1aa,eti_quality_score,5,1.0,1.0,0.0,1.0,1.0,0.0
B,160662849f9d906b74376b4e3370a1aa,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,160662849f9d906b74376b4e3370a1aa,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,160662849f9d906b74376b4e3370a1aa,faithfulness_ragas,5,1.0,1.0,0.0,1.0,1.0,0.0
B,160662849f9d906b74376b4e3370a1aa,hallucination_deepeval,5,0.11428571428571424,0.1428571428571428,0.06388765649999396,0.0,0.1428571428571428,0.0
B,2648459402b605200cda060bae9b91a8,answer_relevancy_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,2648459402b605200cda060bae9b91a8,contextual_precision_deepeval,5,0.1902777777777777,0.1902777777777777,0.0,0.1902777777777777,0.1902777777777777,0.0
B,2648459402b605200cda060bae9b91a8,contextual_recall_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,2648459402b605200cda060bae9b91a8,contextual_relevancy_deepeval,5,0.5925204428351432,0.588957055214724,0.022107753447567633,0.559748427672956,0.6149068322981367,0.02323232323232327
B,2648459402b605200cda060bae9b91a8,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,2648459402b605200cda060bae9b91a8,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,2648459402b605200cda060bae9b91a8,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,2648459402b605200cda060bae9b91a8,eti_quality_score,5,1.0,1.0,0.0,1.0,1.0,0.0
B,2648459402b605200cda060bae9b91a8,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,2648459402b605200cda060bae9b91a8,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,2648459402b605200cda060bae9b91a8,faithfulness_ragas,5,0.7384615384615385,0.7083333333333334,0.07075279677264046,0.6666666666666666,0.8333333333333334,0.09935897435897434
B,2648459402b605200cda060bae9b91a8,hallucination_deepeval,5,0.892669340463458,0.8823529411764706,0.048585446690318355,0.8235294117647058,0.9411764705882352,0.058712121212121215
B,27c9bf9638533dd6cc325c906fa01ab5,answer_relevancy_deepeval,5,0.9800000000000001,1.0,0.04472135954999578,0.9,1.0,0.0
B,27c9bf9638533dd6cc325c906fa01ab5,contextual_precision_deepeval,5,0.9897166038535516,1.0,0.015053462255540774,0.9667643876330728,1.0,0.01818136836531481
B,27c9bf9638533dd6cc325c906fa01ab5,contextual_recall_deepeval,5,0.9714285714285713,1.0,0.06388765649999402,0.8571428571428571,1.0,0.0
B,27c9bf9638533dd6cc325c906fa01ab5,contextual_relevancy_deepeval,5,0.737146158146696,0.7361963190184049,0.005334783445459952,0.7305389221556886,0.7453416149068323,0.0019558214450069444
B,27c9bf9638533dd6cc325c906fa01ab5,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,27c9bf9638533dd6cc325c906fa01ab5,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,27c9bf9638533dd6cc325c906fa01ab5,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,27c9bf9638533dd6cc325c906fa01ab5,eti_quality_score,5,1.0,1.0,0.0,1.0,1.0,0.0
B,27c9bf9638533dd6cc325c906fa01ab5,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,27c9bf9638533dd6cc325c906fa01ab5,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,27c9bf9638533dd6cc325c906fa01ab5,faithfulness_ragas,5,0.8800000000000001,1.0,0.16599866130651647,0.6666666666666666,1.0,0.2666666666666667
B,27c9bf9638533dd6cc325c906fa01ab5,hallucination_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
B,3561dea0b235b63c77e16ae5c01765a8,answer_relevancy_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,3561dea0b235b63c77e16ae5c01765a8,contextual_precision_deepeval,5,0.5730993080993081,0.5698232323232323,0.0073255281347458295,0.5698232323232323,0.5862036112036112,0.0
B,3561dea0b235b63c77e16ae5c01765a8,contextual_recall_deepeval,5,0.8333333333333334,0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,0.0
B,3561dea0b235b63c77e16ae5c01765a8,contextual_relevancy_deepeval,5,0.9067141656043105,0.8992248062015504,0.015393110484192075,0.889763779527559,0.9236641221374046,0.024043120155038844
B,3561dea0b235b63c77e16ae5c01765a8,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,3561dea0b235b63c77e16ae5c01765a8,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,3561dea0b235b63c77e16ae5c01765a8,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,3561dea0b235b63c77e16ae5c01765a8,eti_quality_score,5,1.0,1.0,0.0,1.0,1.0,0.0
B,3561dea0b235b63c77e16ae5c01765a8,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,3561dea0b235b63c77e16ae5c01765a8,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,3561dea0b235b63c77e16ae5c01765a8,faithfulness_ragas,5,0.5013586524709995,0.5357142857142857,0.062139578783669956,0.4193548387096774,0.5517241379310345,0.10000000000000003
B,3561dea0b235b63c77e16ae5c01765a8,hallucination_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
B,37734c8fec38d43ad7cb132adb9b4c41,answer_relevancy_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,37734c8fec38d43ad7cb132adb9b4c41,contextual_precision_deepeval,5,0.9476477354075039,0.9818186316346852,0.06450486311030748,0.8649595849177495,1.0,0.10853953951491513
B,37734c8fec38d43ad7cb132adb9b4c41,contextual_recall_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,37734c8fec38d43ad7cb132adb9b4c41,contextual_relevancy_deepeval,5,0.6888113761494987,0.6836158192090396,0.014849222122515925,0.6703910614525139,0.7062146892655368,0.01967346110942092
B,37734c8fec38d43ad7cb132adb9b4c41,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,37734c8fec38d43ad7cb132adb9b4c41,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,37734c8fec38d43ad7cb132adb9b4c41,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,37734c8fec38d43ad7cb132adb9b4c41,eti_quality_score,5,1.0,1.0,0.0,1.0,1.0,0.0
B,37734c8fec38d43ad7cb132adb9b4c41,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,37734c8fec38d43ad7cb132adb9b4c41,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,37734c8fec38d43ad7cb132adb9b4c41,faithfulness_ragas,5,0.9571428571428573,0.9642857142857144,0.015971914124998546,0.9285714285714286,0.9642857142857144,0.0
B,37734c8fec38d43ad7cb132adb9b4c41,hallucination_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
B,3afd4ff0c7e9fb9033b748cfab0753d3,answer_relevancy_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,3afd4ff0c7e9fb9033b748cfab0753d3,contextual_precision_deepeval,4,1.0,1.0,0.0,1.0,1.0,0.0
B,3afd4ff0c7e9fb9033b748cfab0753d3,contextual_recall_deepeval,5,0.7714285714285715,0.7142857142857143,0.12777531299998798,0.7142857142857143,1.0,0.0
B,3afd4ff0c7e9fb9033b748cfab0753d3,contextual_relevancy_deepeval,5,0.5104415092706248,0.5033112582781457,0.012326505310825249,0.5,0.5294117647058824,0.01319521519299549
B,3afd4ff0c7e9fb9033b748cfab0753d3,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,3afd4ff0c7e9fb9033b748cfab0753d3,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,3afd4ff0c7e9fb9033b748cfab0753d3,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,3afd4ff0c7e9fb9033b748cfab0753d3,eti_quality_score,5,1.0,1.0,0.0,1.0,1.0,0.0
B,3afd4ff0c7e9fb9033b748cfab0753d3,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,3afd4ff0c7e9fb9033b748cfab0753d3,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,3afd4ff0c7e9fb9033b748cfab0753d3,faithfulness_ragas,5,0.6466666666666667,0.6333333333333333,0.018257418583505547,0.6333333333333333,0.6666666666666666,0.033333333333333326
B,3afd4ff0c7e9fb9033b748cfab0753d3,hallucination_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
B,4042075e9d12dc97bc884444769889df,answer_relevancy_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,4042075e9d12dc97bc884444769889df,contextual_precision_deepeval,5,0.5285639123877262,0.5280746336996337,0.03441180523728768,0.4863563970505432,0.581954887218045,0.009715623428858788
B,4042075e9d12dc97bc884444769889df,contextual_recall_deepeval,5,0.5646153846153845,0.5,0.19616138748700881,0.3846153846153846,0.9,0.038461538461538436
B,4042075e9d12dc97bc884444769889df,contextual_relevancy_deepeval,4,0.41041099425960015,0.4101448197192878,0.013495391750070494,0.3971119133574007,0.4242424242424242,0.020936027512953592
B,4042075e9d12dc97bc884444769889df,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,4042075e9d12dc97bc884444769889df,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,4042075e9d12dc97bc884444769889df,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,4042075e9d12dc97bc884444769889df,eti_quality_score,5,1.0,1.0,0.0,1.0,1.0,0.0
B,4042075e9d12dc97bc884444769889df,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,4042075e9d12dc97bc884444769889df,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,4042075e9d12dc97bc884444769889df,faithfulness_ragas,5,0.6565384615384615,0.6666666666666666,0.04731533535646564,0.6,0.7083333333333334,0.07692307692307687
B,4042075e9d12dc97bc884444769889df,hallucination_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
B,40c18e47ad5e5a66392224c6449f19db,answer_relevancy_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,40c18e47ad5e5a66392224c6449f19db,contextual_precision_deepeval,5,0.8825661375661376,1.0,0.1618287290778114,0.6806878306878307,1.0,0.2678571428571429
B,40c18e47ad5e5a66392224c6449f19db,contextual_recall_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,40c18e47ad5e5a66392224c6449f19db,contextual_relevancy_deepeval,5,0.57726395173454,0.5686274509803921,0.021151466892058733,0.5576923076923077,0.6,0.039999999999999925
B,40c18e47ad5e5a66392224c6449f19db,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,40c18e47ad5e5a66392224c6449f19db,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,40c18e47ad5e5a66392224c6449f19db,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,40c18e47ad5e5a66392224c6449f19db,eti_quality_score,5,1.0,1.0,0.0,1.0,1.0,0.0
B,40c18e47ad5e5a66392224c6449f19db,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,40c18e47ad5e5a66392224c6449f19db,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,40c18e47ad5e5a66392224c6449f19db,faithfulness_ragas,5,0.52,0.5,0.04472135954999579,0.5,0.6,0.0
B,40c18e47ad5e5a66392224c6449f19db,hallucination_deepeval,5,0.24,0.2,0.21908902300206645,0.0,0.6,0.0
B,43c7a80e4651543e02b3166e68cabd62,answer_relevancy_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,43c7a80e4651543e02b3166e68cabd62,contextual_precision_deepeval,5,0.9213688742778606,0.906166252640038,0.03699842243143774,0.8979484324819255,0.9863661278335192,0.015713327401235877
B,43c7a80e4651543e02b3166e68cabd62,contextual_recall_deepeval,5,0.7142857142857143,0.7142857142857143,0.0,0.7142857142857143,0.7142857142857143,0.0
B,43c7a80e4651543e02b3166e68cabd62,contextual_relevancy_deepeval,5,0.7954905429098977,0.7922077922077922,0.012930724957843151,0.782051282051282,0.8148148148148148,0.014185277088502923
B,43c7a80e4651543e02b3166e68cabd62,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,43c7a80e4651543e02b3166e68cabd62,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,43c7a80e4651543e02b3166e68cabd62,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,43c7a80e4651543e02b3166e68cabd62,eti_quality_score,5,1.0,1.0,0.0,1.0,1.0,0.0
B,43c7a80e4651543e02b3166e68cabd62,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,43c7a80e4651543e02b3166e68cabd62,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,43c7a80e4651543e02b3166e68cabd62,faithfulness_ragas,5,1.0,1.0,0.0,1.0,1.0,0.0
B,43c7a80e4651543e02b3166e68cabd62,hallucination_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
B,44c4dc3fbddf9756353ff0abfc166eff,answer_relevancy_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,44c4dc3fbddf9756353ff0abfc166eff,contextual_precision_deepeval,5,0.9528018422502592,1.0,0.09699271375950758,0.7797234969655821,1.0,0.01571428571428557
B,44c4dc3fbddf9756353ff0abfc166eff,contextual_recall_deepeval,5,0.8727777777777778,0.8888888888888888,0.10844723357069007,0.7,1.0,0.025000000000000022
B,44c4dc3fbddf9756353ff0abfc166eff,contextual_relevancy_deepeval,5,0.5556892294228399,0.5492424242424242,0.014280701118098411,0.5427509293680297,0.5746268656716418,0.02227368902613369
B,44c4dc3fbddf9756353ff0abfc166eff,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,44c4dc3fbddf9756353ff0abfc166eff,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,44c4dc3fbddf9756353ff0abfc166eff,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,44c4dc3fbddf9756353ff0abfc166eff,eti_quality_score,5,1.0,1.0,0.0,1.0,1.0,0.0
B,44c4dc3fbddf9756353ff0abfc166eff,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,44c4dc3fbddf9756353ff0abfc166eff,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,44c4dc3fbddf9756353ff0abfc166eff,faithfulness_ragas,5,0.2888888888888889,0.3055555555555556,0.024845199749997677,0.25,0.3055555555555556,0.02777777777777779
B,44c4dc3fbddf9756353ff0abfc166eff,hallucination_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
B,5031d33d5c39edfd1e12326162b5a024,answer_relevancy_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,5031d33d5c39edfd1e12326162b5a024,contextual_precision_deepeval,4,0.7681139907696357,0.773866742245908,0.012290727188195944,0.7497449477672709,0.7749775308194561,0.007974328623368332
B,5031d33d5c39edfd1e12326162b5a024,contextual_recall_deepeval,5,0.9043464052287581,0.9,0.025628500277728655,0.875,0.9411764705882352,0.02777777777777779
B,5031d33d5c39edfd1e12326162b5a024,contextual_relevancy_deepeval,5,0.6884847627513018,0.6935483870967742,0.012246995122377148,0.6666666666666666,0.6951219512195121,0.0024714241581711427
B,5031d33d5c39edfd1e12326162b5a024,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,5031d33d5c39edfd1e12326162b5a024,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,5031d33d5c39edfd1e12326162b5a024,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,5031d33d5c39edfd1e12326162b5a024,eti_quality_score,5,1.0,1.0,0.0,1.0,1.0,0.0
B,5031d33d5c39edfd1e12326162b5a024,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,5031d33d5c39edfd1e12326162b5a024,eti_variability,5,1.0,1.0,0.0,1.0,1.0,0.0
B,5031d33d5c39edfd1e12326162b5a024,faithfulness_ragas,5,0.5652967032967033,0.5769230769230769,0.01808792544028985,0.5357142857142857,0.5769230769230769,0.01692307692307682
B,5031d33d5c39edfd1e12326162b5a024,hallucination_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
B,5334713d80a83480d6a51ea5dab34b88,answer_relevancy_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,5334713d80a83480d6a51ea5dab34b88,contextual_precision_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,5334713d80a83480d6a51ea5dab34b88,contextual_recall_deepeval,5,0.95,1.0,0.06846531968814576,0.875,1.0,0.125
B,5334713d80a83480d6a51ea5dab34b88,contextual_relevancy_deepeval,5,0.7218730880473808,0.7205882352941176,0.01721419543268025,0.7050359712230215,0.7445255474452555,0.027450980392156765
B,5334713d80a83480d6a51ea5dab34b88,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,5334713d80a83480d6a51ea5dab34b88,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,5334713d80a83480d6a51ea5dab34b88,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,5334713d80a83480d6a51ea5dab34b88,eti_quality_score,5,0.9,1.0,0.13693063937629152,0.75,1.0,0.25
B,5334713d80a83480d6a51ea5dab34b88,eti_relevance,5,1.0,1.0,0.0,1.0,1.0,0.0
B,5334713d80a83480d6a51ea5dab34b88,eti_variability,5,0.0,0.0,0.0,0.0,0.0,0.0
B,5334713d80a83480d6a51ea5dab34b88,faithfulness_ragas,5,0.8761904761904763,0.9047619047619048,0.042591770999996004,0.8095238095238095,0.9047619047619048,0.04761904761904767
B,5334713d80a83480d6a51ea5dab34b88,hallucination_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
B,565a5e08ba4b3fff0bf19e6932f4317b,answer_relevancy_deepeval,5,1.0,1.0,0.0,1.0,1.0,0.0
B,565a5e08ba4b3fff0bf19e6932f4317b,contextual_precision_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
B,565a5e08ba4b3fff0bf19e6932f4317b,contextual_recall_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
B,565a5e08ba4b3fff0bf19e6932f4317b,contextual_relevancy_deepeval,5,0.0,0.0,0.0,0.0,0.0,0.0
B,565a5e08ba4b3fff0bf19e6932f4317b,eti_clarity,5,1.0,1.0,0.0,1.0,1.0,0.0
B,565a5e08ba4b3fff0bf19e6932f4317b,eti_empathy,5,1.0,1.0,0.0,1.0,1.0,0.0
B,565a5e08ba4b3fff0bf19e6932f4317b,eti_quality_assessment,5,0.0,0.0,0.0,0.0,0.0,0.0
B,565a5e08ba4b3fff0bf19e6932f4317b,eti_quality_score,5,0.95,1.0,0.1118033988749895,0.75,1.0,0.0
